# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8986606922361
#
# Children      Self  Command          Shared Object     Symbol                                   
# ........  ........  ...............  ................  .........................................
#
     0.01%     0.01%  iou-wrk-68037    [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.01%  iou-wrk-68052    [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.01%  iou-wrk-68031    [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.01%  iou-wrk-68048    [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] bio_endio
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.01%  iou-wrk-68044    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] update_process_times
     0.01%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] xa_get_order
     0.01%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] page_cache_sync_ra
     0.01%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.01%  iou-wrk-68035    [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.01%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] update_process_times
     0.01%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.01%  iou-wrk-68064    [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-68031    [kernel.vmlinux]  [k] up_read
     0.01%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.01%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.01%  iou-wrk-68053    [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] clear_buddies
     0.01%     0.01%  iou-wrk-68052    [kernel.vmlinux]  [k] __mod_node_page_state
     0.01%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] perf_event_task_tick
     0.01%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-68058    [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.01%  iou-wrk-68031    [kernel.vmlinux]  [k] kfree
     0.01%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.01%  iou-wrk-68053    [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] __read_end_io
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-68050    [kernel.vmlinux]  [k] __mod_memcg_state
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.01%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-68054    [kernel.vmlinux]  [k] dequeue_task
     0.01%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] update_process_times
     0.01%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-68052    [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-68037    [kernel.vmlinux]  [k] kfree
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-68058    [kernel.vmlinux]  [k] xas_start
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.01%  iou-wrk-68058    [kernel.vmlinux]  [k] workingset_eviction
     0.01%     0.01%  iou-wrk-68047    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.01%  iou-wrk-68031    [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] __mod_node_page_state
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] __read_end_io
     0.01%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.01%  iou-wrk-68032    [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-68070    [kernel.vmlinux]  [k] dequeue_task
     0.01%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-68054    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] xas_clear_mark
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] xas_init_marks
     0.01%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] current_time
     0.01%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] bio_endio
     0.01%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.01%  iou-wrk-68047    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.01%  iou-wrk-68033    [kernel.vmlinux]  [k] kmem_cache_alloc
     0.01%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] xa_get_order
     0.01%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] security_file_permission
     0.01%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] kmem_cache_alloc
     0.01%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] touch_atime
     0.01%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.01%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] up_read
     0.01%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.01%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-68039    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] blk_try_enter_queue
     0.01%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] rb_erase
     0.01%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] dequeue_task
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.00%  kcompactd0       [kernel.vmlinux]  [k] isolate_migratepages_block
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.01%  iou-wrk-68038    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-68070    [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-68058    [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] current_time
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] xas_start
     0.01%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] read_tsc
     0.01%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] ktime_get
     0.01%     0.01%  iou-wrk-68039    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68056    [kernel.vmlinux]  [k] psi_flags_change
     0.01%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] rb_next
     0.01%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.01%  iou-wrk-68032    [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] calc_wheel_index
     0.01%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-68065    [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-68048    [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] ktime_get
     0.01%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] wake_all_kswapds
     0.01%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.01%  iou-wrk-68031    [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] up_read
     0.01%     0.01%  iou-wrk-68052    [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-68056    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] xa_get_order
     0.01%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.01%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] read_tsc
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] ktime_get
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] _raw_read_lock
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] xas_start
     0.01%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] map_id_range_down
     0.01%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] bio_endio
     0.01%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.01%  iou-wrk-68052    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.01%     0.01%  iou-wrk-68038    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] bio_uninit
     0.01%     0.01%  iou-wrk-68053    [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-68052    [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.01%  iou-wrk-68042    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.01%  iou-wrk-68035    [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] ___slab_alloc
     0.01%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] xa_load
     0.01%     0.01%  iou-wrk-68035    [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] current_time
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] __mod_node_page_state
     0.01%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] __mod_lruvec_state
     0.01%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] page_mapping
     0.01%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] page_cache_sync_ra
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-68064    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] touch_atime
     0.01%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] bio_endio
     0.01%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.01%  iou-wrk-68033    [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.01%  iou-wrk-68033    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.01%  iou-wrk-68048    [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] __mod_lruvec_state
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] detach_if_pending
     0.01%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] to_nd_region
     0.01%     0.01%  iou-wrk-68062    [kernel.vmlinux]  [k] down_read
     0.01%     0.01%  iou-wrk-68053    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-68050    [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] io_flush_cached_locked_reqs
     0.01%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-68053    [kernel.vmlinux]  [k] xas_start
     0.01%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] fput_many
     0.01%     0.01%  iou-wrk-68050    [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] __mod_node_page_state
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68037    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] find_idlest_group
     0.01%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] touch_atime
     0.01%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68042    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] security_file_permission
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] __read_end_io
     0.01%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] current_time
     0.01%     0.01%  iou-wrk-68052    [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.01%  iou-wrk-68033    [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
