# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8986606922361
#
# Children      Self  Command          Shared Object     Symbol                                   
# ........  ........  ...............  ................  .........................................
#
     1.26%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] io_read
     1.26%     0.03%  iou-wrk-68054    [kernel.vmlinux]  [k] filemap_read
     1.26%     0.02%  iou-wrk-68056    [kernel.vmlinux]  [k] filemap_read
     1.26%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] io_read
     1.26%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] io_issue_sqe
     1.25%     0.03%  iou-wrk-68059    [kernel.vmlinux]  [k] filemap_read
     1.25%     0.02%  iou-wrk-68053    [kernel.vmlinux]  [k] io_worker_handle_work
     1.23%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] filemap_get_pages
     1.23%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] filemap_get_pages
     1.23%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] filemap_get_pages
     1.23%     0.04%  iou-wrk-68039    [kernel.vmlinux]  [k] filemap_read
     1.22%     0.03%  iou-wrk-68045    [kernel.vmlinux]  [k] filemap_read
     1.22%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] io_issue_sqe
     1.22%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] io_wq_submit_work
     1.22%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] filemap_get_pages
     1.22%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] io_read
     1.21%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] filemap_get_pages
     1.21%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] filemap_get_pages
     1.21%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] io_wq_submit_work
     1.21%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] filemap_get_pages
     1.21%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] io_issue_sqe
     1.20%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] io_read
     1.20%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] filemap_get_pages
     1.19%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] filemap_get_pages
     1.19%     0.02%  iou-wrk-68062    [kernel.vmlinux]  [k] filemap_read
     1.18%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.16%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] filemap_get_pages
     1.16%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] filemap_get_pages
     1.16%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.15%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] filemap_get_pages
     1.15%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] filemap_get_pages
     1.15%     0.02%  iou-wrk-68053    [kernel.vmlinux]  [k] filemap_read
     1.14%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] filemap_get_pages
     1.14%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] filemap_get_pages
     1.13%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.12%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] filemap_get_pages
     1.12%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] filemap_get_pages
     1.12%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] filemap_get_pages
     1.11%     0.01%  iou-wrk-68041    [kernel.vmlinux]  [k] filemap_get_pages
     1.11%     0.01%  iou-wrk-68056    [kernel.vmlinux]  [k] filemap_get_pages
     1.11%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] filemap_get_pages
     1.10%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] filemap_get_pages
     1.10%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] filemap_get_pages
     1.09%     0.47%  fio              [kernel.vmlinux]  [k] _raw_spin_lock
     1.09%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] filemap_get_pages
     1.09%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] filemap_get_pages
     1.09%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] filemap_get_pages
     1.09%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] filemap_get_pages
     1.09%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.09%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] filemap_get_pages
     1.07%     0.01%  iou-wrk-68062    [kernel.vmlinux]  [k] filemap_get_pages
     1.07%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] filemap_get_pages
     1.07%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.06%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.06%     0.50%  fio              [kernel.vmlinux]  [k] update_curr
     1.05%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] filemap_get_pages
     1.05%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.04%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] filemap_get_pages
     1.02%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] filemap_get_pages
     1.00%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.98%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.98%     0.01%  iou-wrk-68048    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.97%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.96%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.96%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.96%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.96%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.95%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.95%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.94%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.93%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.93%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.93%     0.01%  iou-wrk-68047    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.92%     0.91%  fio              [kernel.vmlinux]  [k] available_idle_cpu
     0.91%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.90%     0.03%  fio              [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.90%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.88%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.86%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.72%     0.00%  swapper          [kernel.vmlinux]  [k] schedule_idle
     0.72%     0.06%  swapper          [kernel.vmlinux]  [k] __schedule
     0.70%     0.04%  fio              [kernel.vmlinux]  [k] ttwu_do_wakeup
     0.67%     0.06%  fio              [kernel.vmlinux]  [k] check_preempt_curr
     0.63%     0.00%  kswapd0          [kernel.vmlinux]  [k] balance_pgdat
     0.63%     0.00%  kswapd0          [kernel.vmlinux]  [k] kswapd
     0.63%     0.00%  kswapd0          [kernel.vmlinux]  [k] kthread
     0.63%     0.00%  kswapd0          [kernel.vmlinux]  [k] ret_from_fork
     0.63%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_node
     0.63%     0.00%  kswapd0          [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.63%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_lruvec
     0.62%     0.03%  kswapd0          [kernel.vmlinux]  [k] evict_pages
     0.61%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] read_pages
     0.61%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.61%     0.61%  fio              [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.59%     0.24%  fio              [kernel.vmlinux]  [k] check_preempt_wakeup
     0.58%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] read_pages
     0.58%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] read_pages
     0.58%     0.01%  iou-wrk-68037    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.58%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.57%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] read_pages
     0.56%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] read_pages
     0.56%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.56%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] read_pages
     0.56%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.55%     0.02%  iou-wrk-68058    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.55%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] read_pages
     0.55%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] read_pages
     0.55%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.55%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] read_pages
     0.55%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.55%     0.55%  fio              [kernel.vmlinux]  [k] __switch_to_asm
     0.54%     0.10%  fio              [kernel.vmlinux]  [k] put_prev_entity
     0.54%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.54%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] submit_bio
     0.53%     0.51%  fio              [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.53%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] read_pages
     0.53%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] read_pages
     0.53%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] submit_bio
     0.53%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] read_pages
     0.53%     0.01%  iou-wrk-68064    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.53%     0.02%  iou-wrk-68042    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.53%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] submit_bio_noacct
     0.52%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] submit_bio
     0.52%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] __submit_bio
     0.52%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] read_pages
     0.52%     0.02%  iou-wrk-68065    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] submit_bio_noacct
     0.52%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] __submit_bio
     0.52%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.51%     0.25%  fio              [kernel.vmlinux]  [k] reweight_entity
     0.51%     0.12%  fio              [kernel.vmlinux]  [k] set_next_entity
     0.51%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] read_pages
     0.51%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] read_pages
     0.51%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] submit_bio_noacct
     0.51%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] read_pages
     0.51%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] __submit_bio
     0.51%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] submit_bio
     0.51%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] pmem_submit_bio
     0.50%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] read_pages
     0.50%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] submit_bio_noacct
     0.50%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] submit_bio
     0.50%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] __submit_bio
     0.50%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] read_pages
     0.49%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] submit_bio
     0.49%     0.01%  iou-wrk-68032    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] read_pages
     0.49%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] read_pages
     0.49%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] read_pages
     0.49%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] read_pages
     0.49%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] pmem_submit_bio
     0.49%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] pmem_submit_bio
     0.49%     0.02%  iou-wrk-68031    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] __submit_bio
     0.49%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] submit_bio_noacct
     0.49%     0.49%  iou-wrk-68060    [kernel.vmlinux]  [k] copy_mc_fragile
     0.49%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] pmem_do_read
     0.49%     0.06%  fio              [kernel.vmlinux]  [k] sched_clock_cpu
     0.49%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] submit_bio
     0.49%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] read_pages
     0.48%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] submit_bio_noacct
     0.48%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] read_pages
     0.48%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] read_pages
     0.48%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] pmem_submit_bio
     0.48%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] submit_bio
     0.48%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] __submit_bio
     0.48%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] submit_bio
     0.48%     0.01%  iou-wrk-68035    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] __submit_bio
     0.48%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] submit_bio_noacct
     0.48%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] __submit_bio
     0.48%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] submit_bio_noacct
     0.48%     0.01%  iou-wrk-68044    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.02%  iou-wrk-68049    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.02%  iou-wrk-68052    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] read_pages
     0.48%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] read_pages
     0.47%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] read_pages
     0.47%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] pmem_submit_bio
     0.47%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] schedule_timeout
     0.47%     0.01%  iou-wrk-68041    [kernel.vmlinux]  [k] read_pages
     0.47%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] submit_bio
     0.47%     0.01%  iou-wrk-68062    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.47%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] read_pages
     0.47%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] __submit_bio
     0.47%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] submit_bio_noacct
     0.47%     0.47%  iou-wrk-68037    [kernel.vmlinux]  [k] copy_mc_fragile
     0.47%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] pmem_do_read
     0.47%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] read_pages
     0.47%     0.22%  fio              [kernel.vmlinux]  [k] psi_task_switch
     0.47%     0.01%  iou-wrk-68039    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.47%     0.01%  iou-wrk-68050    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.01%  iou-wrk-68041    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.46%  iou-wrk-68058    [kernel.vmlinux]  [k] copy_mc_fragile
     0.46%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] pmem_do_read
     0.46%     0.01%  iou-wrk-68054    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __submit_bio
     0.46%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] submit_bio_noacct
     0.46%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] read_pages
     0.46%     0.01%  iou-wrk-68038    [kernel.vmlinux]  [k] submit_bio
     0.46%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] read_pages
     0.46%     0.01%  iou-wrk-68047    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] pmem_submit_bio
     0.46%     0.01%  iou-wrk-68070    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] read_pages
     0.45%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.45%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] submit_bio
     0.45%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] pmem_submit_bio
     0.45%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] submit_bio
     0.45%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] pmem_submit_bio
     0.45%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] submit_bio
     0.45%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] __alloc_pages
     0.45%     0.45%  iou-wrk-68051    [kernel.vmlinux]  [k] copy_mc_fragile
     0.45%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] pmem_do_read
     0.45%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.45%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] __submit_bio
     0.45%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] submit_bio
     0.45%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] read_pages
     0.45%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] pmem_do_read
     0.45%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] __submit_bio
     0.44%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] __submit_bio
     0.44%     0.44%  iou-wrk-68034    [kernel.vmlinux]  [k] copy_mc_fragile
     0.44%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] pmem_submit_bio
     0.44%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __alloc_pages
     0.44%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] submit_bio_noacct
     0.44%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.44%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] pmem_submit_bio
     0.44%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] __submit_bio
     0.44%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] pmem_do_read
     0.44%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] read_pages
     0.44%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] pmem_do_read
     0.44%     0.43%  iou-wrk-68063    [kernel.vmlinux]  [k] copy_mc_fragile
     0.44%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] submit_bio
     0.43%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] pmem_submit_bio
     0.43%     0.43%  iou-wrk-68069    [kernel.vmlinux]  [k] copy_mc_fragile
     0.43%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] pmem_do_read
     0.43%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] submit_bio
     0.43%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] submit_bio_noacct
     0.43%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] __submit_bio
     0.43%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] submit_bio_noacct
     0.43%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.43%     0.43%  iou-wrk-68061    [kernel.vmlinux]  [k] copy_mc_fragile
     0.43%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] schedule_timeout
     0.43%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] __submit_bio
     0.43%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] pmem_submit_bio
     0.43%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] submit_bio
     0.43%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] submit_bio
     0.43%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] submit_bio_noacct
     0.42%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] submit_bio_noacct
     0.42%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] pmem_submit_bio
     0.42%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] submit_bio_noacct
