# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 42K of event 'cycles'
# Event count (approx.): 8473004961970
#
# Children      Self  Command          Shared Object               Symbol                                  
# ........  ........  ...............  ..........................  ........................................
#
     0.01%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3442     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-3456     [kernel.vmlinux]            [k] dequeue_task
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] set_next_entity
     0.01%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] psi_memstall_enter
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.01%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] submit_bio_checks
     0.01%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-3463     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] update_cfs_group
     0.01%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] io_req_complete_post
     0.01%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] kiocb_done
     0.01%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.01%     0.01%  fio              [kernel.vmlinux]            [k] __fget_light
     0.01%     0.01%  iou-wrk-3470     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.01%     0.01%  iou-wrk-3450     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.01%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] __switch_to_asm
     0.01%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] pick_next_entity
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3475     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] set_next_entity
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] __calc_delta
     0.01%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.01%     0.01%  iou-wrk-3460     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  lvmetad          [kernel.vmlinux]            [k] load_balance
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] __sched_text_start
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] __x64_sys_select
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] core_sys_select
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] do_select
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] do_syscall_64
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] entry_SYSCALL_64
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] kern_select
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] newidle_balance
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] pick_next_task_fair
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] schedule
     0.01%     0.00%  lvmetad          [kernel.vmlinux]            [k] schedule_hrtimeout_range_clock
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3473     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-3453     [kernel.vmlinux]            [k] __switch_to_asm
     0.01%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3452     [kernel.vmlinux]            [k] __calc_delta
     0.01%     0.01%  iou-wrk-3458     [kernel.vmlinux]            [k] kfree
     0.01%     0.01%  iou-wrk-3456     [kernel.vmlinux]            [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] del_timer_sync
     0.01%     0.01%  iou-wrk-3466     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-3478     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-3443     [kernel.vmlinux]            [k] kfree
     0.01%     0.01%  iou-wrk-3451     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-3450     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] xa_get_order
     0.01%     0.01%  iou-wrk-3472     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3476     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-3472     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3453     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-3482     [kernel.vmlinux]            [k] __calc_delta
     0.01%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3441     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3450     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-3478     [kernel.vmlinux]            [k] cpuacct_charge
     0.01%     0.01%  kcompactd0       [kernel.vmlinux]            [k] migrate_pages
     0.01%     0.01%  iou-wrk-3445     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3447     [kernel.vmlinux]            [k] dequeue_task
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-3442     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-3466     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] mutex_lock
     0.01%     0.01%  iou-wrk-3456     [kernel.vmlinux]            [k] __list_del_entry_valid
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3460     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] workingset_activation
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-3455     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  fio              [kernel.vmlinux]            [k] ktime_get
     0.01%     0.01%  iou-wrk-3466     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-3470     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-3477     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3459     [kernel.vmlinux]            [k] update_cfs_group
     0.01%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3443     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3443     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.01%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] finish_task_switch
     0.01%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] xas_start
     0.01%     0.01%  iou-wrk-3472     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] pick_next_entity
     0.01%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3461     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] get_page_from_freelist
     0.01%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] get_page_from_freelist
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3469     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-3445     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] update_cfs_group
     0.01%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3465     [kernel.vmlinux]            [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3448     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-3469     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3459     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.01%     0.01%  iou-wrk-3440     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  fio              [kernel.vmlinux]            [k] native_write_msr
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] get_page_from_freelist
     0.01%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.01%  fio              [kernel.vmlinux]            [k] get_next_freq
     0.01%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] enqueue_timer
     0.01%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3471     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-3447     [kernel.vmlinux]            [k] cpuacct_charge
     0.01%     0.01%  iou-wrk-3447     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3476     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-3477     [kernel.vmlinux]            [k] update_curr
     0.01%     0.01%  iou-wrk-3471     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3445     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.01%  iou-wrk-3475     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] rcu_eqs_exit.constprop.0
     0.01%     0.01%  kworker/33:1-mm  [kernel.vmlinux]            [k] idle_cpu
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] __sched_text_start
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] find_busiest_group
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] kthread
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] load_balance
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] newidle_balance
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] pick_next_task_fair
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] ret_from_fork
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] schedule
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.01%     0.00%  kworker/33:1-mm  [kernel.vmlinux]            [k] worker_thread
     0.01%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] __pagevec_lru_add
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.01%  iou-wrk-3478     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] xas_store
     0.01%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.01%  kworker/31:1-ev  [kernel.vmlinux]            [k] load_balance
     0.01%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] __sched_text_start
     0.01%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] kthread
     0.01%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] newidle_balance
     0.01%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] pick_next_task_fair
     0.01%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] ret_from_fork
     0.01%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] schedule
     0.01%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] worker_thread
     0.01%     0.01%  kworker/19:1-mm  [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] __sched_text_start
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] find_busiest_group
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] kthread
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] load_balance
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] newidle_balance
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] pick_next_task_fair
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] ret_from_fork
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] schedule
     0.01%     0.00%  kworker/19:1-mm  [kernel.vmlinux]            [k] worker_thread
     0.01%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.01%  iou-wrk-3441     [kernel.vmlinux]            [k] xas_create
     0.01%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  kswapd0          [kernel.vmlinux]            [k] __mod_node_page_state
     0.01%     0.01%  kswapd0          [kernel.vmlinux]            [k] __isolate_lru_page_prepare
     0.01%     0.01%  iou-wrk-3469     [kernel.vmlinux]            [k] xas_create
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] asm_exc_page_fault
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] do_user_addr_fault
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] exc_page_fault
     0.01%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.01%  iou-wrk-3455     [kernel.vmlinux]            [k] xas_start
     0.01%     0.01%  iou-wrk-3473     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-3478     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] psi_task_change
     0.01%     0.01%  iou-wrk-3461     [kernel.vmlinux]            [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.01%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-3457     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] kfree
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] workingset_activation
     0.01%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.01%     0.01%  iou-wrk-3470     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3471     [kernel.vmlinux]            [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3450     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.01%     0.01%  iou-wrk-3458     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-3477     [kernel.vmlinux]            [k] map_id_range_down
     0.01%     0.01%  iou-wrk-3457     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3465     [kernel.vmlinux]            [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3442     [kernel.vmlinux]            [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3448     [kernel.vmlinux]            [k] __list_add_valid
     0.01%     0.01%  iou-wrk-3463     [kernel.vmlinux]            [k] fput_many
     0.01%     0.01%  iou-wrk-3453     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] set_next_entity
     0.01%     0.01%  iou-wrk-3444     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] update_cfs_group
     0.01%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] mempool_alloc
     0.01%     0.01%  iou-wrk-3462     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3452     [kernel.vmlinux]            [k] xas_create
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] handle_mm_fault
     0.01%     0.01%  iou-wrk-3453     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] _nohz_idle_balance.isra.0
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] __read_end_io
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] __handle_mm_fault
     0.01%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] finish_task_switch
     0.01%     0.01%  iou-wrk-3452     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] __rmqueue_pcplist
     0.01%     0.01%  iou-wrk-3458     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] __list_del_entry_valid
     0.01%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] set_next_entity
     0.01%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] __cond_resched
     0.01%     0.01%  iou-wrk-3459     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3475     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3465     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] update_process_times
     0.01%     0.01%  iou-wrk-3440     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] finish_task_switch
     0.01%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3455     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3448     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
