# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2379524085286
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.62%     0.01%  iou-wrk-2969     [kernel.vmlinux]  [k] io_issue_sqe
     0.62%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] io_worker_handle_work
     0.62%     0.01%  iou-wrk-2975     [kernel.vmlinux]  [k] io_issue_sqe
     0.62%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] io_wq_submit_work
     0.62%     0.01%  iou-wrk-2952     [kernel.vmlinux]  [k] schedule_timeout
     0.62%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] io_read
     0.62%     0.02%  iou-wrk-2972     [kernel.vmlinux]  [k] __schedule
     0.62%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] filemap_get_pages
     0.62%     0.10%  fio              [kernel.vmlinux]  [k] sched_clock_cpu
     0.62%     0.62%  kswapd0          [kernel.vmlinux]  [k] xas_create
     0.61%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] io_read
     0.61%     0.03%  iou-wrk-2947     [kernel.vmlinux]  [k] io_worker_handle_work
     0.61%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] io_issue_sqe
     0.61%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] io_read
     0.61%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] io_wq_submit_work
     0.61%     0.29%  fio              [kernel.vmlinux]  [k] reweight_entity
     0.61%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] io_worker_handle_work
     0.60%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] filemap_get_pages
     0.59%     0.05%  iou-wrk-2971     [kernel.vmlinux]  [k] filemap_read
     0.58%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] copy_page_to_iter
     0.58%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] io_worker_handle_work
     0.58%     0.01%  iou-wrk-2984     [kernel.vmlinux]  [k] schedule_timeout
     0.57%     0.01%  iou-wrk-2948     [kernel.vmlinux]  [k] io_worker_handle_work
     0.57%     0.05%  iou-wrk-2986     [kernel.vmlinux]  [k] filemap_read
     0.57%     0.01%  iou-wrk-2975     [kernel.vmlinux]  [k] filemap_read
     0.57%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] schedule_timeout
     0.57%     0.01%  iou-wrk-2953     [kernel.vmlinux]  [k] filemap_get_pages
     0.57%     0.54%  fio              [kernel.vmlinux]  [k] __list_del_entry_valid
     0.56%     0.56%  kworker/39:1-ev  [kernel.vmlinux]  [k] load_balance
     0.56%     0.00%  kworker/39:1-ev  [kernel.vmlinux]  [k] __schedule
     0.56%     0.00%  kworker/39:1-ev  [kernel.vmlinux]  [k] kthread
     0.56%     0.00%  kworker/39:1-ev  [kernel.vmlinux]  [k] newidle_balance
     0.56%     0.00%  kworker/39:1-ev  [kernel.vmlinux]  [k] pick_next_task_fair
     0.56%     0.00%  kworker/39:1-ev  [kernel.vmlinux]  [k] ret_from_fork
     0.56%     0.00%  kworker/39:1-ev  [kernel.vmlinux]  [k] schedule
     0.56%     0.00%  kworker/39:1-ev  [kernel.vmlinux]  [k] worker_thread
     0.56%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] io_read
     0.56%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] io_issue_sqe
     0.56%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] io_wq_submit_work
     0.56%     0.05%  iou-wrk-2969     [kernel.vmlinux]  [k] filemap_read
     0.56%     0.56%  iou-wrk-2964     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.56%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] copyout
     0.55%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] io_issue_sqe
     0.55%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] io_read
     0.55%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] io_wq_submit_work
     0.55%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] schedule_timeout
     0.54%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] io_issue_sqe
     0.54%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] io_wq_submit_work
     0.54%     0.01%  iou-wrk-2982     [kernel.vmlinux]  [k] filemap_get_pages
     0.54%     0.01%  iou-wrk-2976     [kernel.vmlinux]  [k] schedule_timeout
     0.54%     0.01%  iou-wrk-2984     [kernel.vmlinux]  [k] schedule
     0.54%     0.01%  swapper          [kernel.vmlinux]  [k] _raw_spin_lock
     0.54%     0.50%  fio              [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.54%     0.52%  fio              [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.53%     0.01%  iou-wrk-2957     [kernel.vmlinux]  [k] copy_page_to_iter
     0.53%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] io_read
     0.53%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] schedule_timeout
     0.53%     0.00%  iou-wrk-2983     [kernel.vmlinux]  [k] io_issue_sqe
     0.53%     0.00%  iou-wrk-2983     [kernel.vmlinux]  [k] io_read
     0.53%     0.00%  iou-wrk-2983     [kernel.vmlinux]  [k] io_wq_submit_work
     0.53%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] filemap_get_pages
     0.53%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] schedule_timeout
     0.53%     0.53%  swapper          [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-2957     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.53%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] copyout
     0.53%     0.01%  iou-wrk-2962     [kernel.vmlinux]  [k] io_issue_sqe
     0.53%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] io_wq_submit_work
     0.53%     0.00%  swapper          [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.52%     0.04%  iou-wrk-2950     [kernel.vmlinux]  [k] filemap_read
     0.52%     0.01%  iou-wrk-2965     [kernel.vmlinux]  [k] io_issue_sqe
     0.52%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] io_wq_submit_work
     0.52%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] filemap_get_pages
     0.52%     0.01%  iou-wrk-2962     [kernel.vmlinux]  [k] io_read
     0.52%     0.06%  iou-wrk-2981     [kernel.vmlinux]  [k] _raw_spin_lock
     0.52%     0.03%  iou-wrk-2984     [kernel.vmlinux]  [k] __schedule
     0.51%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] io_read
     0.51%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] io_issue_sqe
     0.51%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] io_read
     0.51%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] io_wq_submit_work
     0.51%     0.02%  iou-wrk-2983     [kernel.vmlinux]  [k] filemap_read
     0.50%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] io_issue_sqe
     0.50%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] io_read
     0.50%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] io_wq_submit_work
     0.50%     0.49%  fio              [kernel.vmlinux]  [k] native_sched_clock
     0.50%     0.10%  iou-wrk-2974     [kernel.vmlinux]  [k] filemap_read
     0.49%     0.02%  iou-wrk-2978     [kernel.vmlinux]  [k] filemap_read
     0.49%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] schedule
     0.49%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] schedule_timeout
     0.49%     0.01%  iou-wrk-2965     [kernel.vmlinux]  [k] filemap_read
     0.49%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] schedule_timeout
     0.49%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] filemap_get_pages
     0.48%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] schedule
     0.48%     0.10%  iou-wrk-2973     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.48%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] filemap_read
     0.48%     0.01%  iou-wrk-2947     [kernel.vmlinux]  [k] io_read
     0.48%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] io_issue_sqe
     0.48%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] io_wq_submit_work
     0.48%     0.01%  iou-wrk-2948     [kernel.vmlinux]  [k] filemap_read
     0.47%     0.46%  fio              [kernel.vmlinux]  [k] __switch_to
     0.47%     0.02%  fio              [kernel.vmlinux]  [k] io_prep_async_link
     0.47%     0.01%  iou-wrk-2958     [kernel.vmlinux]  [k] filemap_get_pages
     0.47%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] filemap_get_pages
     0.47%     0.44%  swapper          [kernel.vmlinux]  [k] poll_idle
     0.47%     0.46%  iou-wrk-2981     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.47%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] schedule
     0.47%     0.46%  fio              [kernel.vmlinux]  [k] __update_load_avg_se
     0.46%     0.07%  iou-wrk-2952     [kernel.vmlinux]  [k] __schedule
     0.46%     0.01%  iou-wrk-2985     [kernel.vmlinux]  [k] schedule_timeout
     0.46%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.46%     0.46%  fio              [kernel.vmlinux]  [k] io_prep_async_work
     0.46%     0.06%  iou-wrk-2964     [kernel.vmlinux]  [k] __schedule
     0.46%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] filemap_get_pages
     0.46%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] schedule_timeout
     0.46%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] schedule
     0.45%     0.03%  iou-wrk-2956     [kernel.vmlinux]  [k] filemap_read
     0.45%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] filemap_get_pages
     0.45%     0.02%  iou-wrk-2947     [kernel.vmlinux]  [k] filemap_read
     0.45%     0.02%  iou-wrk-2967     [kernel.vmlinux]  [k] __schedule
     0.45%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] filemap_get_pages
     0.45%     0.01%  iou-wrk-2980     [kernel.vmlinux]  [k] filemap_get_pages
     0.45%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] schedule_timeout
     0.45%     0.42%  fio              [kernel.vmlinux]  [k] pick_next_entity
     0.44%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] filemap_get_pages
     0.44%     0.12%  fio              [kernel.vmlinux]  [k] set_next_entity
     0.44%     0.03%  iou-wrk-2963     [kernel.vmlinux]  [k] schedule
     0.44%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] schedule
     0.44%     0.01%  iou-wrk-2973     [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.01%  iou-wrk-2971     [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.01%  iou-wrk-2977     [kernel.vmlinux]  [k] schedule
     0.44%     0.01%  iou-wrk-2976     [kernel.vmlinux]  [k] schedule
     0.43%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.43%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] filemap_get_pages
     0.43%     0.01%  iou-wrk-2959     [kernel.vmlinux]  [k] filemap_get_pages
     0.43%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] schedule_timeout
     0.43%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] schedule_timeout
     0.42%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] schedule_timeout
     0.42%     0.06%  iou-wrk-2966     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.42%     0.02%  iou-wrk-2976     [kernel.vmlinux]  [k] __schedule
     0.42%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] schedule
     0.41%     0.03%  iou-wrk-2957     [kernel.vmlinux]  [k] psi_task_switch
     0.41%     0.40%  fio              [kernel.vmlinux]  [k] _find_next_bit
     0.41%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] filemap_get_pages
     0.41%     0.01%  iou-wrk-2972     [kernel.vmlinux]  [k] filemap_get_pages
     0.41%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.41%     0.40%  fio              [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.41%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] __schedule
     0.41%     0.01%  iou-wrk-2968     [kernel.vmlinux]  [k] schedule_timeout
     0.41%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] filemap_get_pages
     0.40%     0.27%  fio              [kernel.vmlinux]  [k] update_rq_clock
     0.40%     0.06%  iou-wrk-2969     [kernel.vmlinux]  [k] __schedule
     0.40%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] schedule
     0.40%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] __schedule
     0.40%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] schedule_timeout
     0.40%     0.04%  iou-wrk-2951     [kernel.vmlinux]  [k] __schedule
     0.40%     0.02%  iou-wrk-2973     [kernel.vmlinux]  [k] schedule
     0.40%     0.02%  iou-wrk-2985     [kernel.vmlinux]  [k] schedule
     0.40%     0.07%  iou-wrk-2977     [kernel.vmlinux]  [k] __schedule
     0.40%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] schedule_timeout
     0.39%     0.34%  iou-wrk-2949     [kernel.vmlinux]  [k] psi_task_switch
     0.39%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] filemap_get_pages
     0.39%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] schedule
     0.39%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] __schedule
     0.39%     0.01%  iou-wrk-2956     [kernel.vmlinux]  [k] schedule_timeout
     0.38%     0.02%  iou-wrk-2983     [kernel.vmlinux]  [k] schedule_timeout
     0.38%     0.30%  iou-wrk-2955     [kernel.vmlinux]  [k] pick_next_task_fair
     0.38%     0.37%  fio              [kernel.vmlinux]  [k] io_prep_rw
     0.38%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] schedule_timeout
     0.38%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] filemap_get_pages
     0.38%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.38%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] read_pages
     0.38%     0.38%  iou-wrk-2973     [kernel.vmlinux]  [k] xas_load
     0.38%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] schedule
     0.38%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] schedule
     0.38%     0.04%  iou-wrk-2973     [kernel.vmlinux]  [k] __schedule
     0.37%     0.06%  iou-wrk-2985     [kernel.vmlinux]  [k] __schedule
     0.37%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] filemap_get_pages
     0.37%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] schedule_timeout
     0.37%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] filemap_get_pages
     0.37%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.36%     0.04%  iou-wrk-2981     [kernel.vmlinux]  [k] __schedule
     0.36%     0.04%  iou-wrk-2965     [kernel.vmlinux]  [k] __schedule
     0.36%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] schedule_timeout
     0.36%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] schedule_timeout
     0.36%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] filemap_get_pages
     0.36%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.36%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] read_pages
     0.36%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] submit_bio
     0.36%     0.35%  fio              [kernel.vmlinux]  [k] __io_file_supports_nowait
     0.36%     0.36%  iou-wrk-2966     [kernel.vmlinux]  [k] xas_load
     0.36%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] schedule
     0.35%     0.35%  iou-wrk-2979     [kernel.vmlinux]  [k] copy_mc_fragile
     0.35%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] __submit_bio
     0.35%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] pmem_do_read
     0.35%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] pmem_submit_bio
     0.35%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] submit_bio
     0.35%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] submit_bio_noacct
     0.35%     0.03%  iou-wrk-2951     [kernel.vmlinux]  [k] copy_page_to_iter
     0.35%     0.35%  iou-wrk-2957     [kernel.vmlinux]  [k] psi_group_change
     0.35%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] __submit_bio
     0.35%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] submit_bio_noacct
     0.35%     0.29%  iou-wrk-2984     [kernel.vmlinux]  [k] _raw_spin_lock
     0.35%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] filemap_get_pages
     0.35%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] schedule_timeout
     0.35%     0.07%  iou-wrk-2950     [kernel.vmlinux]  [k] __schedule
     0.35%     0.01%  iou-wrk-2966     [kernel.vmlinux]  [k] schedule
     0.35%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.02%  iou-wrk-2947     [kernel.vmlinux]  [k] schedule_timeout
     0.35%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.34%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] filemap_get_pages
     0.34%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] schedule
     0.34%     0.34%  iou-wrk-2970     [kernel.vmlinux]  [k] copy_mc_fragile
     0.34%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] pmem_do_read
     0.34%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] pmem_submit_bio
     0.34%     0.04%  iou-wrk-2979     [kernel.vmlinux]  [k] __schedule
     0.34%     0.04%  iou-wrk-2971     [kernel.vmlinux]  [k] __schedule
     0.34%     0.22%  fio              [kernel.vmlinux]  [k] cpumask_next_wrap
     0.34%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] __schedule
     0.34%     0.01%  iou-wrk-2956     [kernel.vmlinux]  [k] schedule
     0.34%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] schedule
     0.34%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.34%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] read_pages
     0.34%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] filemap_get_pages
     0.34%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] schedule
     0.33%     0.05%  fio              [kernel.vmlinux]  [k] cpumask_next
     0.33%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] __io_free_req
     0.33%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] io_wq_free_work
     0.33%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] schedule
     0.33%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] __schedule
     0.33%     0.04%  iou-wrk-2983     [kernel.vmlinux]  [k] __schedule
     0.33%     0.01%  iou-wrk-2958     [kernel.vmlinux]  [k] __schedule
     0.33%     0.33%  iou-wrk-2951     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.33%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] copyout
     0.33%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] schedule
     0.33%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] filemap_get_pages
     0.32%     0.01%  iou-wrk-2962     [kernel.vmlinux]  [k] schedule_timeout
     0.32%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] filemap_get_pages
     0.32%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] schedule
     0.32%     0.02%  iou-wrk-2972     [kernel.vmlinux]  [k] pick_next_task_fair
     0.32%     0.03%  iou-wrk-2968     [kernel.vmlinux]  [k] __schedule
     0.32%     0.01%  iou-wrk-2953     [kernel.vmlinux]  [k] schedule
     0.32%     0.32%  iou-wrk-2974     [kernel.vmlinux]  [k] kfree
     0.32%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] io_dismantle_req
     0.32%     0.01%  iou-wrk-2959     [kernel.vmlinux]  [k] schedule
     0.32%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] __schedule
     0.31%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] schedule_timeout
     0.31%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] schedule_timeout
     0.31%     0.03%  iou-wrk-2982     [kernel.vmlinux]  [k] __schedule
     0.31%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] __schedule
     0.30%     0.04%  iou-wrk-2953     [kernel.vmlinux]  [k] __schedule
     0.30%     0.29%  fio              [kernel.vmlinux]  [k] io_worker_release
     0.30%     0.07%  iou-wrk-2959     [kernel.vmlinux]  [k] __schedule
     0.30%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.30%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] read_pages
     0.30%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] sched_clock_cpu
     0.29%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] filemap_get_pages
     0.29%     0.10%  iou-wrk-2954     [kernel.vmlinux]  [k] _raw_spin_lock
     0.29%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] schedule
     0.29%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] schedule_timeout
     0.29%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] update_rq_clock
     0.29%     0.01%  iou-wrk-2972     [kernel.vmlinux]  [k] set_next_entity
     0.29%     0.11%  iou-wrk-2951     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.29%     0.01%  iou-wrk-2961     [kernel.vmlinux]  [k] schedule
     0.29%     0.01%  iou-wrk-2947     [kernel.vmlinux]  [k] schedule
     0.29%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] copy_page_to_iter
     0.29%     0.02%  iou-wrk-2985     [kernel.vmlinux]  [k] copy_page_to_iter
     0.29%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] filemap_get_pages
     0.28%     0.28%  iou-wrk-2960     [kernel.vmlinux]  [k] native_sched_clock
     0.28%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] submit_bio
     0.28%     0.05%  iou-wrk-2978     [kernel.vmlinux]  [k] __schedule
     0.28%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] schedule
     0.28%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] filemap_get_pages
     0.28%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] filemap_get_pages
     0.28%     0.02%  iou-wrk-2961     [kernel.vmlinux]  [k] __schedule
     0.28%     0.02%  iou-wrk-2947     [kernel.vmlinux]  [k] __schedule
     0.28%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] filemap_get_pages
     0.28%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] schedule
     0.28%     0.10%  iou-wrk-2961     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.28%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] __submit_bio
     0.28%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] submit_bio_noacct
     0.27%     0.27%  fio              [kernel.vmlinux]  [k] __calc_delta
     0.27%     0.22%  iou-wrk-2968     [kernel.vmlinux]  [k] __io_free_req
     0.27%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] io_wq_free_work
     0.27%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] schedule
