# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2379524085286
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.01%  iou-wrk-2963     [kernel.vmlinux]  [k] xas_store
     0.02%     0.01%  iou-wrk-2985     [kernel.vmlinux]  [k] __cond_resched
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  kworker/17:1-ev  [kernel.vmlinux]  [k] load_balance
     0.02%     0.00%  kworker/17:1-ev  [kernel.vmlinux]  [k] __schedule
     0.02%     0.00%  kworker/17:1-ev  [kernel.vmlinux]  [k] kthread
     0.02%     0.00%  kworker/17:1-ev  [kernel.vmlinux]  [k] newidle_balance
     0.02%     0.00%  kworker/17:1-ev  [kernel.vmlinux]  [k] pick_next_task_fair
     0.02%     0.00%  kworker/17:1-ev  [kernel.vmlinux]  [k] ret_from_fork
     0.02%     0.00%  kworker/17:1-ev  [kernel.vmlinux]  [k] schedule
     0.02%     0.00%  kworker/17:1-ev  [kernel.vmlinux]  [k] worker_thread
     0.02%     0.02%  iou-wrk-2948     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-2973     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.02%  iou-wrk-2951     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] update_curr
     0.02%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-2956     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] psi_memstall_leave
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.01%  iou-wrk-2984     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.01%  iou-wrk-2959     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.01%  iou-wrk-2949     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2961     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-2976     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-2973     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.01%  iou-wrk-2968     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-2961     [kernel.vmlinux]  [k] update_curr
     0.02%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.02%     0.02%  iou-wrk-2978     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] update_curr
     0.02%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] psi_group_change
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.02%     0.02%  iou-wrk-2975     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2975     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-2976     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] update_curr
     0.02%     0.01%  iou-wrk-2963     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-2968     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.02%  iou-wrk-2972     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.02%  iou-wrk-2958     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] update_curr
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-2951     [kernel.vmlinux]  [k] __list_add_valid
     0.02%     0.02%  iou-wrk-2950     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.01%  iou-wrk-2986     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-2956     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.01%  iou-wrk-2973     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2958     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.01%  iou-wrk-2967     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-2981     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] rcu_note_context_switch
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] wake_up_new_task
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-2967     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] __softirqentry_text_start
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] irq_exit_rcu
     0.02%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] update_load_avg
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-2969     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.01%  iou-wrk-2986     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-2957     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.02%  iou-wrk-2986     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] xas_start
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-2967     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.01%  iou-wrk-2948     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] xas_start
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.01%  iou-wrk-2958     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-2975     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  iou-wrk-2961     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.01%  iou-wrk-2961     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-2973     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.02%  iou-wrk-2986     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2948     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-2959     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.02%  iou-wrk-2986     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2978     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-2968     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] xas_start
     0.02%     0.01%  iou-wrk-2952     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] mutex_lock
     0.02%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2950     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2968     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-2979     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] update_curr
     0.02%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-2983     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] pick_next_task_fair
     0.02%     0.02%  iou-wrk-2976     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-2983     [kernel.vmlinux]  [k] update_curr
     0.02%     0.01%  iou-wrk-2984     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] psi_group_change
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-2967     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2968     [kernel.vmlinux]  [k] kfree
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-2977     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] fget
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] update_load_avg
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2976     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.01%  iou-wrk-2963     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  iou-wrk-2948     [kernel.vmlinux]  [k] psi_group_change
     0.02%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.02%  iou-wrk-2958     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-2973     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-2947     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] psi_group_change
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.01%  iou-wrk-2957     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  lvmetad          [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] __schedule
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] __x64_sys_select
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] core_sys_select
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] do_select
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] do_syscall_64
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] find_busiest_group
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] kern_select
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] load_balance
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] newidle_balance
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] pick_next_task_fair
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] schedule
     0.02%     0.00%  lvmetad          [kernel.vmlinux]  [k] schedule_hrtimeout_range_clock
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] __task_rq_lock
     0.02%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] __switch_to_asm
