# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 9102693993722
#
# Children      Self  Command          Shared Object     Symbol                                  
# ........  ........  ...............  ................  ........................................
#
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] kfree
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] update_process_times
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] rcu_qs
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] init_timer_key
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] account_process_tick
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] up_read
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] release_pages
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] bio_uninit
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] init_timer_key
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] bio_add_page
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] charge_memcg
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] native_read_msr
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] mempool_free
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] shrink_slab
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] io_flush_cached_locked_reqs
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] rcu_qs
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] sched_clock_cpu
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] sched_clock
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] kfree
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] rw_verify_area
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] prep_new_page
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] init_timer_key
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] xas_start
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] shrink_slab
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] up_read
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] __read_end_io
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] psi_task_change
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] sched_clock
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] atime_needs_update
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] touch_atime
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] xa_load
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] update_fast_timekeeper
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] timekeeping_update
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] update_wall_time
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] sched_slice
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] __read_end_io
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] page_mapping
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] __pagevec_lru_add
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] lru_add_drain
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] lru_add_drain_cpu
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] pick_next_entity
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] clear_buddies
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] make_kgid
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] error_return
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] bvec_free
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] policy_node
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] bio_put
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] bvec_free
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] clear_buddies
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] sched_slice
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] xa_load
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] uncharge_page
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] release_pages
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] __enqueue_entity
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] xas_start
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] __update_load_avg_se
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] mempool_free
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] native_sched_clock
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] make_kgid
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] __purge_vmap_area_lazy
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] __vunmap
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] free_vmap_area_noflush
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] free_work
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] kthread
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] process_one_work
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] remove_vm_area
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] ret_from_fork
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]  [k] worker_thread
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] psi_task_change
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] bio_add_page
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] bvec_free
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] policy_node
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] clear_buddies
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] newidle_balance
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] init_timer_key
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] bio_uninit
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] atime_needs_update
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] touch_atime
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] timekeeping_advance
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] update_wall_time
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] init_timer_key
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] policy_node
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] bvec_free
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] mempool_free
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] xas_start
