# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8867488175834
#
# Children      Self  Command          Shared Object     Symbol                                   
# ........  ........  ...............  ................  .........................................
#
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] page_memcg
     0.00%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] __mod_zone_page_state
     0.00%     0.00%  kworker/56:1-ev  [kernel.vmlinux]  [k] psi_group_change
     0.00%     0.00%  kworker/56:1-ev  [kernel.vmlinux]  [k] __schedule
     0.00%     0.00%  kworker/56:1-ev  [kernel.vmlinux]  [k] kthread
     0.00%     0.00%  kworker/56:1-ev  [kernel.vmlinux]  [k] psi_task_switch
     0.00%     0.00%  kworker/56:1-ev  [kernel.vmlinux]  [k] ret_from_fork
     0.00%     0.00%  kworker/56:1-ev  [kernel.vmlinux]  [k] schedule
     0.00%     0.00%  kworker/56:1-ev  [kernel.vmlinux]  [k] worker_thread
     0.00%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] update_process_times
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] update_process_times
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] make_kgid
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] try_to_inc_min_seq
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] page_memcg
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] rb_next
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] page_mapped
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] mempool_free
     0.00%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] pick_next_task_idle
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] set_next_task_idle
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] rcu_qs
     0.00%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] switch_ldt
     0.00%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] uncharge_page
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] up_read
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] page_memcg
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] update_process_times
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] up_read
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] PageHuge
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] cpumask_next
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] pick_next_task_idle
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] set_next_task_idle
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] psi_task_change
     0.00%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] workingset_update_node
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] __update_load_avg_se
     0.00%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] newidle_balance
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] __calc_delta
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] tick_nohz_idle_got_tick
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] ext4_readahead
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] rcu_dynticks_inc
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] rcu_eqs_enter.constprop.0
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __cond_resched
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] reweight_entity
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] page_mapped
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] bio_uninit
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] bio_endio
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] rcu_qs
     0.00%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] io_clean_op
     0.00%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] __cond_resched
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] uncharge_page
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] native_load_tls
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] hrtick_update
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] page_mapping
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] page_memcg
     0.00%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] get_nr_evictable.isra.0
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] tick_check_oneshot_broadcast_this_cpu
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] xa_load
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] bvec_free
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] put_pid.part.0
     0.00%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] pick_next_task_idle
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] set_next_task_idle
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] make_kgid
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] rb_next
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] timer_clear_idle
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] count_shadow_nodes
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] do_shrink_slab
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_slab
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] native_write_msr
     0.00%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] do_exit
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] taskstats_exit
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] io_clean_op
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] uncharge_page
     0.00%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] xas_start
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] __sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] asm_sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] sched_ttwu_pending
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] uncharge_batch
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] rcu_irq_exit
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] irqentry_exit
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] rcu_nmi_exit
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] pick_next_task_idle
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] set_next_task_idle
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] __sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] asm_sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] sched_ttwu_pending
     0.00%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] release_pages
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]  [k] compact_lock_irqsave.isra.0
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] update_blocked_averages
