# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 32094324233218
#
# Children      Self  Command          Shared Object       Symbol                                              
# ........  ........  ...............  ..................  ....................................................
#
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] next_demotion_node
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] __bitmap_and
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] kfree_rcu_shrink_count
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __free_pages
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] nohz_balance_exit_idle
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] shmem_unused_huge_count
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] node_page_state
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] perf_pmu_nop_void
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] swake_up_one
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] refill_stock
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] x86_pmu_disable
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] tick_sched_do_timer
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] nohz_balance_exit_idle
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] nohz_balance_exit_idle
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  kworker/26:1-mm  [kernel.vmlinux]    [k] __switch_to
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] radix_tree_lookup
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] fput
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] total_mapcount
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] kernfs_iop_get_link
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] step_into
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] perf_pmu_enable.part.0
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] next_demotion_node
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] bio_put
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] __wake_up
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  kworker/12:1-mm  [kernel.vmlinux]    [k] psi_group_change
     0.00%     0.00%  kworker/12:1-mm  [kernel.vmlinux]    [k] psi_task_switch
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] mod_node_page_state
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] __free_slab
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] pids_release
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] cgroup_release
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] do_exit
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] release_task
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] generic_permission
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] cpuacct_account_field
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] ___slab_alloc
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] arch_local_save_flags
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] bio_alloc_bioset
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] kmem_cache_alloc
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] account_user_time
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] refill_stock
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] __do_softirq
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] deactivate_task
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] resched_curr
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] native_read_msr
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] ttwu_queue_wakelist
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] __wake_up
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] call_timer_fn
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] lru_note_cost_page
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] blk_stat_add
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __blk_mq_end_request
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __common_interrupt
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __handle_irq_event_percpu
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] asm_common_interrupt
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] common_interrupt
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] handle_edge_irq
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] handle_irq_event
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] handle_irq_event_percpu
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] scsi_end_request
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] scsi_io_completion
     0.00%     0.00%  fio              [megaraid_sas]      [k] complete_cmd_fusion
     0.00%     0.00%  fio              [megaraid_sas]      [k] megasas_isr_fusion
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] send_call_function_single_ipi
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] generic_exec_single
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] smp_call_function_single_async
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] check_stack_object
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] try_to_unmap_flush
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] profile_tick
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] tick_do_update_jiffies64
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] irq_work_run_list
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] __cgroup_account_cputime_field
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] can_demote
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] x2apic_send_IPI
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] ttwu_queue_wakelist
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  kworker/72:2-mm  [kernel.vmlinux]    [k] psi_group_change
     0.00%     0.00%  kworker/72:2-mm  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/72:2-mm  [kernel.vmlinux]    [k] psi_task_switch
     0.00%     0.00%  kworker/72:2-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] blk_update_request
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] scsi_end_request
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] scsi_io_completion
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] wake_page_function
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] wake_up_page_bit
     0.00%     0.00%  iou-wrk-3663     [megaraid_sas]      [k] complete_cmd_fusion
     0.00%     0.00%  iou-wrk-3663     [megaraid_sas]      [k] megasas_isr_fusion
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] irqentry_exit
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] asm_sysvec_call_function
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] fput
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] cpus_share_cache
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] ksoftirqd_running
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3630     [kvm]               [k] mmu_shrink_count
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] node_page_state
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] account_process_tick
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] perf_swevent_start
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] __do_softirq
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] bus_for_each_dev
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] backend_shrink_memory_count
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] send_call_function_single_ipi
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] generic_exec_single
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] smp_call_function_single_async
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] bio_put
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] __wake_up
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] can_demote
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __wake_up_common
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] pollwake
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] timerfd_tmrproc
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] timerfd_triggered
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3656     [kvm]               [k] mmu_shrink_count
