# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 720K of event 'cycles'
# Event count (approx.): 63497295424487
#
# Children      Self  Command          Shared Object       Symbol                                          
# ........  ........  ...............  ..................  ................................................
#
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] alloc_pages
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] io_clean_op
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] __free_one_page
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] __free_one_page
     0.00%     0.00%  iou-wrk-3211     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] kmem_cache_free
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3211     [kernel.vmlinux]    [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3211     [kernel.vmlinux]    [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] xa_get_order
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] xa_get_order
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] workingset_refault
     0.00%     0.00%  iou-wrk-3207     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] io_clean_op
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] __free_one_page
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] xas_init_marks
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] syscall_exit_to_user_mode_prepare
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] mempool_alloc
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] xa_get_order
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] xa_get_order
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] __free_one_page
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3211     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] __free_one_page
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] __free_one_page
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3207     [kernel.vmlinux]    [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] smp_call_function_many_cond
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] on_each_cpu_cond_mask
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] xa_get_order
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3207     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] xa_get_order
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] xa_load
     0.00%     0.00%  iou-wrk-3207     [kernel.vmlinux]    [k] xa_get_order
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] bio_alloc_bioset
