# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31306094655244
#
# Children      Self  Command          Shared Object               Symbol                                       
# ........  ........  ...............  ..........................  .............................................
#
     1.87%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] filemap_get_pages
     1.87%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] filemap_get_pages
     1.86%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] filemap_get_pages
     1.85%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.79%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.79%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.79%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.79%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] filemap_get_pages
     1.78%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] filemap_get_pages
     1.78%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] filemap_get_pages
     1.78%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] filemap_get_pages
     1.77%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.77%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] filemap_get_pages
     1.77%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.76%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.76%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] filemap_get_pages
     1.75%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] filemap_get_pages
     1.75%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] filemap_get_pages
     1.75%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] filemap_get_pages
     1.74%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] filemap_get_pages
     1.74%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] filemap_get_pages
     1.72%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.68%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.68%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.68%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.66%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.66%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.66%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.65%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.65%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.63%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     1.58%     0.00%  kswapd0          [kernel.vmlinux]            [k] shrink_inactive_list
     1.56%     0.08%  fio              [kernel.vmlinux]            [k] io_issue_sqe
     1.48%     0.12%  fio              [kernel.vmlinux]            [k] io_read
     1.33%     1.33%  iou-wrk-3043     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.32%     1.32%  iou-wrk-3009     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.32%     1.32%  iou-wrk-3033     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.32%     1.32%  iou-wrk-3031     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.30%     1.30%  iou-wrk-3023     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.29%     1.29%  iou-wrk-3015     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.29%     1.29%  iou-wrk-3034     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.29%     1.29%  iou-wrk-3028     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.28%     1.28%  iou-wrk-3021     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-3012     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-3013     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-3040     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-3019     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.27%     1.26%  iou-wrk-3035     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-3011     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-3016     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-3037     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-3022     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-3026     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-3041     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-3014     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-3024     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-3007     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-3008     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-3038     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.23%     1.23%  iou-wrk-3042     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.23%     1.23%  iou-wrk-3039     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.23%     1.23%  iou-wrk-3030     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.23%     1.23%  iou-wrk-3010     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3032     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3006     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.21%     1.21%  iou-wrk-3018     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.21%     1.21%  iou-wrk-3005     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.21%     1.21%  iou-wrk-3025     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.19%     0.10%  fio              [kernel.vmlinux]            [k] io_setup_async_rw
     1.19%     1.19%  iou-wrk-3027     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.19%     1.19%  iou-wrk-3004     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.19%     1.18%  iou-wrk-3017     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.18%     1.18%  iou-wrk-3036     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.18%     1.18%  iou-wrk-3020     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.15%     1.15%  iou-wrk-3029     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.02%     0.17%  fio              [kernel.vmlinux]            [k] __kmalloc
     1.00%     0.02%  fio              [kernel.vmlinux]            [k] ttwu_do_activate
     0.92%     0.01%  iou-wrk-3033     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.92%     0.01%  iou-wrk-3009     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.91%     0.01%  iou-wrk-3031     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.90%     0.01%  iou-wrk-3043     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-3023     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-3028     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-3015     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-3034     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-3012     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-3013     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-3021     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-3040     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-3035     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-3019     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-3016     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-3041     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-3026     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-3037     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-3024     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-3008     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-3022     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-3014     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-3039     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.84%     0.01%  iou-wrk-3030     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.84%     0.01%  iou-wrk-3038     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.84%     0.01%  iou-wrk-3007     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.84%     0.01%  iou-wrk-3042     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3032     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3018     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3010     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3006     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.82%     0.01%  iou-wrk-3005     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.82%     0.01%  kswapd0          [kernel.vmlinux]            [k] shrink_active_list
     0.82%     0.01%  iou-wrk-3025     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.81%     0.14%  fio              [kernel.vmlinux]            [k] __sched_text_start
     0.81%     0.01%  iou-wrk-3017     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3004     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3020     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.80%     0.01%  iou-wrk-3027     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.79%     0.01%  iou-wrk-3036     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.78%     0.01%  iou-wrk-3029     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.76%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.75%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.75%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] __alloc_pages
     0.72%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.71%     0.04%  fio              [kernel.vmlinux]            [k] __cond_resched
     0.71%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] __alloc_pages
     0.71%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __alloc_pages
     0.70%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] __alloc_pages
     0.70%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] __alloc_pages
     0.70%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] __alloc_pages
     0.70%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.70%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] __alloc_pages
     0.69%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] __alloc_pages
     0.69%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __alloc_pages
     0.69%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] __alloc_pages
     0.69%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.69%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] __alloc_pages
