# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31306094655244
#
# Children      Self  Command          Shared Object               Symbol                                       
# ........  ........  ...............  ..........................  .............................................
#
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] page_mapped
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] __calc_delta
     0.00%     0.00%  kworker/19:1-ev  [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  kworker/19:1-ev  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/19:1-ev  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/19:1-ev  [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  kworker/19:1-ev  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/19:1-ev  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/19:1-ev  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  kworker/19:1-ev  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] security_inode_permission
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] total_mapcount
     0.00%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] default_wake_function
     0.00%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] sched_slice
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] sched_slice
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] total_mapcount
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] page_mapped
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]            [k] drain_local_pages_wq
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]            [k] drain_pages
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]            [k] drain_pages_zone
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]            [k] process_one_work
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] page_memcg
     0.00%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] cpumask_next
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] rcu_qs
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] idr_find
     0.00%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] error_entry
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] xas_nomem
     0.00%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] mempool_free
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] hrtimer_wakeup
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] sched_slice
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] copy_process
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] create_io_thread
     0.00%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] sched_slice
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] page_mapped
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] rcu_qs
     0.00%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] resched_curr
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] rcu_core
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] __calc_delta
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] bio_add_page
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
