# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2398592790048
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.02%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3055     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3064     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-3073     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.02%  iou-wrk-3075     [kernel.vmlinux]  [k] update_load_avg
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.02%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.02%  iou-wrk-3065     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.02%  iou-wrk-3057     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3070     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.01%  iou-wrk-3055     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3081     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-3053     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] find_idlest_group
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] psi_memstall_leave
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] update_load_avg
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] __x2apic_send_IPI_dest
     0.02%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.02%  iou-wrk-3051     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3056     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.01%  iou-wrk-3063     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.02%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.02%  iou-wrk-3070     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] xas_store
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] lru_gen_del_page
     0.02%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  iou-wrk-3070     [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] workingset_eviction
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.02%  iou-wrk-3049     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] get_next_timer_interrupt
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] hrtimer_get_next_event
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] tick_nohz_idle_enter
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] rb_next
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] psi_flags_change
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] update_blocked_averages
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] irq_exit_rcu
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] run_rebalance_domains
     0.02%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] read_tsc
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] ktime_get
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] free_unref_page_commit.isra.0
     0.02%     0.02%  iou-wrk-3056     [kernel.vmlinux]  [k] iov_iter_restore
     0.02%     0.01%  kswapd0          [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.02%     0.01%  kswapd0          [kernel.vmlinux]  [k] uncharge_page
     0.02%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] update_blocked_averages
     0.02%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.02%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] irq_exit_rcu
     0.02%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] run_rebalance_domains
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.01%  swapper          [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] unlock_page
     0.02%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3087     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] workingset_update_node
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] mem_cgroup_css_rstat_flush
     0.02%     0.00%  kswapd0          [kernel.vmlinux]  [k] cgroup_rstat_flush_irqsafe
     0.02%     0.00%  kswapd0          [kernel.vmlinux]  [k] cgroup_rstat_flush_locked
     0.02%     0.00%  kswapd0          [kernel.vmlinux]  [k] mem_cgroup_flush_stats
     0.02%     0.02%  iou-wrk-3051     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] page_mapping
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.02%  iou-wrk-3075     [kernel.vmlinux]  [k] kmem_cache_free
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  kcompactd0       [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  kcompactd0       [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.00%  kcompactd0       [kernel.vmlinux]  [k] putback_lru_page
     0.02%     0.02%  iou-wrk-3070     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.02%  iou-wrk-3087     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3051     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] xas_store
     0.02%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] ttwu_do_activate
     0.02%     0.02%  iou-wrk-3080     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.02%  iou-wrk-3056     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.01%  kswapd0          [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.02%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.02%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] update_load_avg
     0.02%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] map_id_range_down
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] make_kuid
     0.02%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] iov_iter_restore
     0.02%     0.02%  iou-wrk-3056     [kernel.vmlinux]  [k] xas_start
     0.02%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] current_time
     0.02%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] calc_wheel_index
     0.02%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3056     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.01%  iou-wrk-3055     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3056     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] update_load_avg
     0.02%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.02%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] mempool_alloc
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.02%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] dequeue_task
     0.02%     0.01%  iou-wrk-3063     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-3087     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.02%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3075     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.02%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3065     [kernel.vmlinux]  [k] __cond_resched
     0.02%     0.02%  iou-wrk-3057     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] psi_flags_change
     0.02%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-3050     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.02%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3056     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] iov_iter_restore
     0.02%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] __list_add_valid
     0.02%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] xas_find_conflict
     0.02%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.02%  iou-wrk-3064     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.02%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3048     [kernel.vmlinux]  [k] __cond_resched
     0.02%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] xas_start
     0.02%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3055     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] __calc_delta
