# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2398592790048
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.02%     0.02%  iou-wrk-3065     [kernel.vmlinux]  [k] page_mapping
     0.02%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.02%  iou-wrk-3055     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3049     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] native_load_tls
     0.02%     0.01%  kswapd0          [kernel.vmlinux]  [k] _raw_spin_lock
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  fio              libc-2.29.so      [.] syscall
     0.02%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] enqueue_timer
     0.02%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  iou-wrk-3061     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] xas_start
     0.02%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] irq_exit_rcu
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.02%     0.02%  iou-wrk-3073     [kernel.vmlinux]  [k] dequeue_task
     0.02%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] __read_end_io
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] __cond_resched
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] preempt_schedule_common
     0.02%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3073     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.02%  iou-wrk-3081     [kernel.vmlinux]  [k] xas_start
     0.02%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] psi_memstall_enter
     0.02%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3082     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.01%  iou-wrk-3048     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] save_fpregs_to_fpstate
     0.02%     0.02%  iou-wrk-3050     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] fput_many
     0.02%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3075     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.02%     0.02%  iou-wrk-3053     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] iov_iter_restore
     0.02%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3057     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.02%  iou-wrk-3055     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3061     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] psi_memstall_leave
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-3053     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] detach_if_pending
     0.02%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-3087     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.02%  iou-wrk-3083     [kernel.vmlinux]  [k] __list_add_valid
     0.02%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] update_curr
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  iou-wrk-3083     [kernel.vmlinux]  [k] xas_start
     0.02%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] psi_memstall_leave
     0.02%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] down_read
     0.02%     0.02%  iou-wrk-3050     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] update_curr
     0.02%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] blk_throtl_bio
     0.02%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.02%  iou-wrk-3051     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.02%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3050     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3073     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3080     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  iou-wrk-3049     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] irq_exit_rcu
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3057     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] psi_memstall_leave
     0.02%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.02%     0.02%  iou-wrk-3053     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] kfree
     0.02%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.02%  iou-wrk-3073     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3083     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3059     [kernel.vmlinux]  [k] xa_load
     0.02%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.01%  iou-wrk-3055     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.02%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] ktime_get_update_offsets_now
     0.02%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3078     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.02%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-3070     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.02%  iou-wrk-3080     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] native_read_msr
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.02%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-3049     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] rcu_all_qs
     0.02%     0.02%  iou-wrk-3083     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  :-1              [kernel.vmlinux]  [k] __schedule
     0.02%     0.00%  :-1              [kernel.vmlinux]  [k] do_task_dead
     0.02%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.02%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] bio_associate_blkg
     0.02%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] __update_load_avg_se
