# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8853140402121
#
# Children      Self  Command          Shared Object       Symbol                                 
# ........  ........  ...............  ..................  .......................................
#
     0.05%     0.01%  iou-wrk-3182     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.05%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.02%  fio              [kernel.vmlinux]    [k] set_task_cpu
     0.05%     0.02%  iou-wrk-3166     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.05%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.05%  iou-wrk-3159     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.01%  iou-wrk-3192     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] xas_store
     0.05%     0.01%  iou-wrk-3178     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.05%  iou-wrk-3179     [kernel.vmlinux]    [k] xas_create
     0.05%     0.03%  swapper          [kernel.vmlinux]    [k] update_load_avg
     0.05%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] pick_next_task_fair
     0.05%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.02%  iou-wrk-3199     [kernel.vmlinux]    [k] pick_next_task_fair
     0.05%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] psi_task_switch
     0.05%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] psi_task_switch
     0.05%     0.01%  iou-wrk-3164     [kernel.vmlinux]    [k] xas_store
     0.05%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] psi_task_switch
     0.05%     0.01%  iou-wrk-3180     [kernel.vmlinux]    [k] xas_store
     0.05%     0.01%  iou-wrk-3185     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] lru_cache_add
     0.05%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] xas_store
     0.05%     0.01%  iou-wrk-3168     [kernel.vmlinux]    [k] update_load_avg
     0.05%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] psi_task_switch
     0.05%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.05%     0.02%  iou-wrk-3189     [kernel.vmlinux]    [k] pick_next_task_fair
     0.05%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] pick_next_task_fair
     0.05%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] psi_task_switch
     0.05%     0.00%  fio              [kernel.vmlinux]    [k] scheduler_tick
     0.05%     0.00%  fio              [kernel.vmlinux]    [k] copy_process
     0.05%     0.00%  fio              [kernel.vmlinux]    [k] create_io_thread
     0.05%     0.05%  iou-wrk-3191     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.02%  iou-wrk-3159     [kernel.vmlinux]    [k] pick_next_task_fair
     0.05%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.00%  swapper          [kernel.vmlinux]    [k] tick_nohz_get_sleep_length
     0.05%     0.01%  iou-wrk-3189     [kernel.vmlinux]    [k] psi_task_switch
     0.05%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] xas_store
     0.05%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3185     [kernel.vmlinux]    [k] xas_create
     0.05%     0.05%  iou-wrk-3177     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.01%  iou-wrk-3173     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] dequeue_task_fair
     0.05%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] xas_store
     0.05%     0.05%  iou-wrk-3178     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] xas_store
     0.05%     0.01%  iou-wrk-3168     [kernel.vmlinux]    [k] xas_store
     0.05%     0.05%  iou-wrk-3165     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] lru_cache_add
     0.05%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.02%  iou-wrk-3182     [kernel.vmlinux]    [k] update_load_avg
     0.05%     0.03%  fio              [kernel.vmlinux]    [k] sugov_update_single_freq
     0.05%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.05%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] lru_cache_add
     0.05%     0.05%  iou-wrk-3188     [kernel.vmlinux]    [k] xas_create
     0.05%     0.05%  iou-wrk-3195     [kernel.vmlinux]    [k] xas_create
     0.05%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.05%  iou-wrk-3184     [kernel.vmlinux]    [k] xas_create
     0.05%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3168     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.04%  iou-wrk-3192     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.01%  iou-wrk-3187     [kernel.vmlinux]    [k] io_wq_free_work
     0.05%     0.02%  iou-wrk-3176     [kernel.vmlinux]    [k] update_load_avg
     0.05%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] xas_store
     0.05%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] dequeue_task_fair
     0.05%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] update_curr
     0.05%     0.01%  iou-wrk-3194     [kernel.vmlinux]    [k] dequeue_task_fair
     0.05%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] xas_store
     0.05%     0.05%  iou-wrk-3184     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] xas_store
     0.05%     0.05%  iou-wrk-3176     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.05%  iou-wrk-3194     [kernel.vmlinux]    [k] xas_create
     0.05%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.04%  fio              [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.05%     0.04%  iou-wrk-3164     [kernel.vmlinux]    [k] xas_create
     0.05%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] xas_store
     0.05%     0.01%  iou-wrk-3160     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.05%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.02%  iou-wrk-3185     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.02%  iou-wrk-3174     [kernel.vmlinux]    [k] update_load_avg
     0.05%     0.05%  iou-wrk-3179     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.05%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] xas_store
     0.05%     0.04%  iou-wrk-3198     [kernel.vmlinux]    [k] xas_create
     0.05%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.02%  iou-wrk-3194     [kernel.vmlinux]    [k] update_load_avg
     0.05%     0.05%  iou-wrk-3173     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.02%  iou-wrk-3180     [kernel.vmlinux]    [k] update_load_avg
     0.05%     0.01%  iou-wrk-3178     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.05%     0.05%  iou-wrk-3194     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.01%  iou-wrk-3191     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.01%  iou-wrk-3188     [kernel.vmlinux]    [k] update_curr
     0.04%     0.04%  iou-wrk-3183     [kernel.vmlinux]    [k] xas_create
     0.04%     0.04%  iou-wrk-3166     [kernel.vmlinux]    [k] xas_create
     0.04%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.04%  iou-wrk-3173     [kernel.vmlinux]    [k] xas_create
     0.04%     0.04%  iou-wrk-3163     [kernel.vmlinux]    [k] xas_create
     0.04%     0.04%  fio              [kernel.vmlinux]    [k] slab_post_alloc_hook
     0.04%     0.02%  iou-wrk-3187     [kernel.vmlinux]    [k] update_curr
     0.04%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.04%     0.04%  iou-wrk-3200     [kernel.vmlinux]    [k] xas_create
     0.04%     0.04%  iou-wrk-3160     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.04%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.04%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.01%  fio              [kernel.vmlinux]    [k] should_failslab
     0.04%     0.04%  swapper          [kernel.vmlinux]    [k] __switch_to_asm
     0.04%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.04%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.04%     0.01%  iou-wrk-3189     [kernel.vmlinux]    [k] dequeue_task_fair
     0.04%     0.01%  iou-wrk-3173     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.02%  iou-wrk-3165     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] free_unref_page_list
     0.04%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] io_assign_current_work
     0.04%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.04%  iou-wrk-3158     [kernel.vmlinux]    [k] xas_create
     0.04%     0.01%  iou-wrk-3186     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.01%  iou-wrk-3170     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.04%     0.04%  iou-wrk-3158     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.04%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.04%     0.01%  iou-wrk-3183     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.00%  kswapd0          [kernel.vmlinux]    [k] free_pcppages_bulk
     0.04%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.04%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.04%     0.04%  iou-wrk-3189     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.02%  iou-wrk-3169     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.01%  iou-wrk-3188     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.01%  iou-wrk-3158     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] free_unref_page_list
     0.04%     0.01%  swapper          [kernel.vmlinux]    [k] finish_task_switch
     0.04%     0.01%  iou-wrk-3191     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.04%  iou-wrk-3196     [kernel.vmlinux]    [k] xas_create
     0.04%     0.04%  iou-wrk-3163     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.01%  iou-wrk-3172     [kernel.vmlinux]    [k] xas_store
     0.04%     0.02%  iou-wrk-3179     [kernel.vmlinux]    [k] update_curr
     0.04%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __io_free_req
     0.04%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3187     [kernel.vmlinux]    [k] __io_free_req
     0.04%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __io_free_req
     0.04%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] free_pcppages_bulk
     0.04%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] free_unref_page_list
     0.04%     0.01%  iou-wrk-3176     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.04%     0.01%  iou-wrk-3189     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.02%  iou-wrk-3164     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.01%  iou-wrk-3185     [kernel.vmlinux]    [k] io_wq_free_work
     0.04%     0.02%  iou-wrk-3176     [kernel.vmlinux]    [k] update_curr
     0.04%     0.01%  iou-wrk-3193     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.01%  iou-wrk-3160     [kernel.vmlinux]    [k] update_curr
     0.04%     0.01%  iou-wrk-3192     [kernel.vmlinux]    [k] update_curr
     0.04%     0.00%  swapper          [kernel.vmlinux]    [k] asm_sysvec_call_function_single
     0.04%     0.03%  fio              [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.04%     0.01%  iou-wrk-3178     [kernel.vmlinux]    [k] update_curr
     0.04%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] pick_next_task_fair
     0.04%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.02%  iou-wrk-3197     [kernel.vmlinux]    [k] lock_timer_base
     0.04%     0.02%  iou-wrk-3177     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.04%  iou-wrk-3168     [kernel.vmlinux]    [k] xas_create
     0.04%     0.04%  iou-wrk-3189     [kernel.vmlinux]    [k] xas_create
     0.04%     0.04%  iou-wrk-3193     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.04%  iou-wrk-3190     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.04%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.04%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.04%     0.02%  iou-wrk-3162     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.04%  swapper          [kernel.vmlinux]    [k] __switch_to
     0.04%     0.04%  iou-wrk-3162     [kernel.vmlinux]    [k] xas_create
     0.04%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] xas_store
     0.04%     0.01%  iou-wrk-3181     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.01%  iou-wrk-3181     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.04%  iou-wrk-3188     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] io_wq_free_work
     0.04%     0.04%  iou-wrk-3183     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.01%  iou-wrk-3184     [kernel.vmlinux]    [k] update_curr
     0.04%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] __io_free_req
     0.04%     0.01%  iou-wrk-3189     [kernel.vmlinux]    [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3183     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.04%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.04%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.01%  iou-wrk-3192     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] ext4_map_blocks
     0.04%     0.02%  iou-wrk-3162     [kernel.vmlinux]    [k] update_curr
     0.04%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.04%  iou-wrk-3180     [kernel.vmlinux]    [k] xas_create
     0.04%     0.04%  iou-wrk-3174     [kernel.vmlinux]    [k] xas_create
     0.04%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.04%  kswapd0          [kernel.vmlinux]    [k] workingset_eviction
     0.04%     0.04%  iou-wrk-3187     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.01%  iou-wrk-3168     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.01%  iou-wrk-3192     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.04%  iou-wrk-3192     [kernel.vmlinux]    [k] __switch_to_asm
     0.04%     0.02%  iou-wrk-3196     [kernel.vmlinux]    [k] update_curr
     0.04%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] free_unref_page_list
     0.04%     0.04%  iou-wrk-3182     [kernel.vmlinux]    [k] xas_create
     0.04%     0.02%  iou-wrk-3184     [kernel.vmlinux]    [k] lru_gen_add_page
     0.04%     0.04%  iou-wrk-3196     [kernel.vmlinux]    [k] psi_group_change
     0.04%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] __io_free_req
     0.04%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.04%     0.02%  iou-wrk-3181     [kernel.vmlinux]    [k] update_curr
     0.04%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] free_unref_page_list
     0.04%     0.04%  iou-wrk-3197     [kernel.vmlinux]    [k] xas_create
     0.04%     0.01%  iou-wrk-3184     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.03%  iou-wrk-3180     [kernel.vmlinux]    [k] __list_del_entry_valid
     0.04%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.01%  iou-wrk-3166     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.01%  iou-wrk-3159     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.04%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] psi_task_switch
     0.04%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] update_curr
     0.04%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] __io_free_req
     0.04%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.04%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] get_page_from_freelist
     0.04%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] update_load_avg
     0.04%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] update_curr
     0.04%     0.01%  iou-wrk-3186     [kernel.vmlinux]    [k] lock_timer_base
     0.04%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.04%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] dequeue_entity
     0.04%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] __add_to_page_cache_locked
