# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8853140402121
#
# Children      Self  Command          Shared Object       Symbol                                 
# ........  ........  ...............  ..................  .......................................
#
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] prep_new_page
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] __read_end_io
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __slab_free
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] to_nd_region
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] __update_load_avg_se
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] rcu_needs_cpu
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] xas_start
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __slab_free
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] __free_one_page
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] __slab_free
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] pick_next_task_idle
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] set_next_task_idle
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] rcu_eqs_enter.constprop.0
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] bio_add_page
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] pick_next_entity
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] __slab_free
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] unlock_page
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] get_cpu_device
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] touch_atime
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] update_process_times
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] unlock_page
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] __calc_delta
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] kfree
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] alloc_pages
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] __mod_memcg_state
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] xas_load
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] migrate_page_move_mapping
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] psi_task_change
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] io_clean_op
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] pm_qos_read_value
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] get_mem_cgroup_from_mm
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] migrate_page_states
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] unlock_page
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] pick_next_entity
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] rb_erase
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __calc_delta
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] bio_uninit
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __slab_free
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] psi_memstall_enter
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] to_nd_region
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] pick_next_entity
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] __read_end_io
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] __read_end_io
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] timer_clear_idle
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __slab_free
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] __update_load_avg_se
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] xa_get_order
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] to_nd_region
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] super_cache_count
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __update_load_avg_se
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] __cgroup_account_cputime
