# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 889K of event 'cycles'
# Event count (approx.): 81621143610943
#
# Children      Self  Command          Shared Object               Symbol                                              
# ........  ........  ...............  ..........................  ....................................................
#
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] page_mapping
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __bitmap_intersects
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] __slab_free
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] kmem_cache_alloc_node_trace
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] __slab_free
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] put_pid.part.0
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] down_read
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] can_migrate_task
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] __pagevec_lru_add
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] pm_qos_read_value
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  kworker/0:1-eve  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/0:1-eve  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/0:1-eve  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] down_read
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] __free_one_page
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] arch_cpu_idle_enter
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] up_read
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] cpuidle_reflect
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] asm_sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] __slab_free
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] get_cpu_device
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __slab_free
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] up_read
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] down_read
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  kworker/0:1-eve  [kernel.vmlinux]            [k] process_one_work
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] bio_endio
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] __free_one_page
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] xas_find_conflict
