# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 7894515641663
#
# Children      Self  Command          Shared Object     Symbol                                  
# ........  ........  ...............  ................  ........................................
#
     0.79%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] io_issue_sqe
     0.79%     0.04%  iou-wrk-3238     [kernel.vmlinux]  [k] filemap_read
     0.78%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] io_read
     0.78%     0.04%  iou-wrk-3235     [kernel.vmlinux]  [k] filemap_read
     0.78%     0.06%  kswapd0          [kernel.vmlinux]  [k] shrink_page_list
     0.78%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] io_issue_sqe
     0.78%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] io_wq_submit_work
     0.78%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] io_read
     0.78%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] io_issue_sqe
     0.78%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] io_wq_submit_work
     0.77%     0.02%  iou-wrk-3253     [kernel.vmlinux]  [k] io_read
     0.77%     0.03%  iou-wrk-3256     [kernel.vmlinux]  [k] filemap_read
     0.76%     0.02%  iou-wrk-3254     [kernel.vmlinux]  [k] io_worker_handle_work
     0.74%     0.28%  fio              [kernel.vmlinux]  [k] check_preempt_wakeup
     0.73%     0.04%  iou-wrk-3246     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.12%  fio              [kernel.vmlinux]  [k] put_prev_entity
     0.72%     0.05%  iou-wrk-3241     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.31%  fio              [kernel.vmlinux]  [k] reweight_entity
     0.71%     0.01%  iou-wrk-3248     [kernel.vmlinux]  [k] filemap_get_pages
     0.71%     0.04%  iou-wrk-3253     [kernel.vmlinux]  [k] filemap_read
     0.71%     0.10%  fio              [kernel.vmlinux]  [k] sched_clock_cpu
     0.70%     0.01%  iou-wrk-3236     [kernel.vmlinux]  [k] filemap_get_pages
     0.68%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] io_wq_submit_work
     0.68%     0.01%  iou-wrk-3254     [kernel.vmlinux]  [k] io_issue_sqe
     0.67%     0.13%  fio              [kernel.vmlinux]  [k] set_next_entity
     0.67%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] io_read
     0.66%     0.32%  fio              [kernel.vmlinux]  [k] psi_task_switch
     0.66%     0.62%  fio              [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.66%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] filemap_get_pages
     0.65%     0.01%  iou-wrk-3251     [kernel.vmlinux]  [k] filemap_get_pages
     0.64%     0.64%  fio              [kernel.vmlinux]  [k] __io_file_supports_nowait
     0.64%     0.01%  iou-wrk-3258     [kernel.vmlinux]  [k] filemap_get_pages
     0.63%     0.63%  fio              [kernel.vmlinux]  [k] __switch_to_asm
     0.63%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] filemap_get_pages
     0.63%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] filemap_get_pages
     0.63%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] filemap_get_pages
     0.62%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] filemap_get_pages
     0.62%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] filemap_get_pages
     0.62%     0.05%  iou-wrk-3254     [kernel.vmlinux]  [k] filemap_read
     0.62%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] filemap_get_pages
     0.62%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] filemap_get_pages
     0.61%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] filemap_get_pages
     0.60%     0.01%  iou-wrk-3259     [kernel.vmlinux]  [k] schedule_timeout
     0.60%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] filemap_get_pages
     0.59%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] filemap_get_pages
     0.59%     0.01%  iou-wrk-3233     [kernel.vmlinux]  [k] schedule_timeout
     0.59%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] filemap_get_pages
     0.59%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] filemap_get_pages
     0.59%     0.01%  iou-wrk-3250     [kernel.vmlinux]  [k] filemap_get_pages
     0.59%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] filemap_get_pages
     0.59%     0.58%  fio              [kernel.vmlinux]  [k] native_sched_clock
     0.58%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] filemap_get_pages
     0.58%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] filemap_get_pages
     0.58%     0.02%  iou-wrk-3248     [kernel.vmlinux]  [k] schedule_timeout
     0.58%     0.01%  iou-wrk-3259     [kernel.vmlinux]  [k] filemap_get_pages
     0.57%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] filemap_get_pages
     0.57%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] filemap_get_pages
     0.57%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] filemap_get_pages
     0.57%     0.02%  fio              [kernel.vmlinux]  [k] io_file_get_normal
     0.56%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] filemap_get_pages
     0.55%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] filemap_get_pages
     0.55%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] filemap_get_pages
     0.55%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] filemap_get_pages
     0.54%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] schedule_timeout
     0.54%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] schedule_timeout
     0.54%     0.01%  iou-wrk-3235     [kernel.vmlinux]  [k] filemap_get_pages
     0.54%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] schedule_timeout
     0.54%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] schedule_timeout
     0.54%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] filemap_get_pages
     0.53%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] filemap_get_pages
     0.53%     0.02%  kswapd0          [kernel.vmlinux]  [k] __remove_mapping
     0.53%     0.52%  fio              [kernel.vmlinux]  [k] __fget_files
     0.53%     0.01%  iou-wrk-3238     [kernel.vmlinux]  [k] filemap_get_pages
     0.53%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] filemap_get_pages
     0.53%     0.02%  iou-wrk-3266     [kernel.vmlinux]  [k] schedule_timeout
     0.52%     0.01%  iou-wrk-3255     [kernel.vmlinux]  [k] schedule_timeout
     0.52%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] filemap_get_pages
     0.52%     0.50%  fio              [kernel.vmlinux]  [k] __update_load_avg_se
     0.52%     0.01%  iou-wrk-3230     [kernel.vmlinux]  [k] schedule_timeout
     0.51%     0.01%  iou-wrk-3257     [kernel.vmlinux]  [k] schedule_timeout
     0.51%     0.01%  iou-wrk-3265     [kernel.vmlinux]  [k] schedule_timeout
     0.51%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] schedule_timeout
     0.51%     0.48%  fio              [kernel.vmlinux]  [k] __switch_to
     0.51%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] filemap_get_pages
     0.51%     0.01%  iou-wrk-3252     [kernel.vmlinux]  [k] schedule_timeout
     0.51%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] schedule_timeout
     0.51%     0.01%  iou-wrk-3232     [kernel.vmlinux]  [k] schedule_timeout
     0.50%     0.01%  iou-wrk-3258     [kernel.vmlinux]  [k] schedule_timeout
     0.50%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] schedule_timeout
     0.50%     0.47%  fio              [kernel.vmlinux]  [k] _find_next_bit
     0.50%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] filemap_get_pages
     0.49%     0.49%  fio              [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.49%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] schedule_timeout
     0.49%     0.02%  iou-wrk-3247     [kernel.vmlinux]  [k] schedule
     0.48%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] schedule_timeout
     0.48%     0.01%  iou-wrk-3233     [kernel.vmlinux]  [k] schedule
     0.48%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] schedule_timeout
     0.48%     0.01%  iou-wrk-3250     [kernel.vmlinux]  [k] schedule_timeout
     0.48%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.48%     0.01%  iou-wrk-3253     [kernel.vmlinux]  [k] filemap_get_pages
     0.48%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] schedule_timeout
     0.48%     0.02%  iou-wrk-3261     [kernel.vmlinux]  [k] schedule_timeout
     0.48%     0.01%  iou-wrk-3242     [kernel.vmlinux]  [k] schedule_timeout
     0.48%     0.02%  iou-wrk-3248     [kernel.vmlinux]  [k] schedule
     0.48%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] schedule
     0.48%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] schedule_timeout
     0.47%     0.01%  iou-wrk-3238     [kernel.vmlinux]  [k] schedule
     0.47%     0.01%  iou-wrk-3246     [kernel.vmlinux]  [k] filemap_get_pages
     0.47%     0.01%  iou-wrk-3245     [kernel.vmlinux]  [k] schedule_timeout
     0.46%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] schedule_timeout
     0.46%     0.01%  iou-wrk-3228     [kernel.vmlinux]  [k] schedule_timeout
     0.46%     0.04%  iou-wrk-3247     [kernel.vmlinux]  [k] __schedule
     0.46%     0.12%  iou-wrk-3241     [kernel.vmlinux]  [k] __schedule
     0.46%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.46%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] schedule_timeout
     0.46%     0.04%  iou-wrk-3238     [kernel.vmlinux]  [k] __schedule
     0.46%     0.03%  fio              [kernel.vmlinux]  [k] io_prep_async_link
     0.46%     0.04%  iou-wrk-3233     [kernel.vmlinux]  [k] __schedule
     0.45%     0.02%  iou-wrk-3253     [kernel.vmlinux]  [k] schedule_timeout
     0.45%     0.01%  iou-wrk-3234     [kernel.vmlinux]  [k] schedule
     0.45%     0.02%  iou-wrk-3255     [kernel.vmlinux]  [k] schedule
     0.45%     0.05%  iou-wrk-3248     [kernel.vmlinux]  [k] __schedule
     0.45%     0.01%  iou-wrk-3236     [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.01%  iou-wrk-3252     [kernel.vmlinux]  [k] schedule
     0.44%     0.01%  kswapd0          [kernel.vmlinux]  [k] __delete_from_page_cache
     0.44%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.44%     0.01%  iou-wrk-3229     [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.01%  iou-wrk-3230     [kernel.vmlinux]  [k] schedule
     0.44%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.44%     0.01%  iou-wrk-3257     [kernel.vmlinux]  [k] schedule
     0.43%     0.42%  fio              [kernel.vmlinux]  [k] io_prep_async_work
     0.43%     0.01%  iou-wrk-3265     [kernel.vmlinux]  [k] schedule
     0.43%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] schedule_timeout
     0.43%     0.03%  iou-wrk-3252     [kernel.vmlinux]  [k] __schedule
     0.43%     0.01%  iou-wrk-3264     [kernel.vmlinux]  [k] schedule_timeout
     0.43%     0.03%  iou-wrk-3234     [kernel.vmlinux]  [k] __schedule
     0.43%     0.02%  iou-wrk-3228     [kernel.vmlinux]  [k] schedule
     0.43%     0.01%  iou-wrk-3262     [kernel.vmlinux]  [k] schedule_timeout
     0.42%     0.02%  iou-wrk-3258     [kernel.vmlinux]  [k] schedule
     0.42%     0.01%  iou-wrk-3266     [kernel.vmlinux]  [k] schedule
     0.42%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.42%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] schedule
     0.42%     0.08%  fio              [kernel.vmlinux]  [k] cpumask_next
     0.42%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.42%     0.04%  iou-wrk-3230     [kernel.vmlinux]  [k] __schedule
     0.42%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.42%     0.01%  iou-wrk-3249     [kernel.vmlinux]  [k] schedule
     0.42%     0.04%  iou-wrk-3255     [kernel.vmlinux]  [k] __schedule
     0.42%     0.02%  iou-wrk-3239     [kernel.vmlinux]  [k] schedule
     0.42%     0.01%  iou-wrk-3235     [kernel.vmlinux]  [k] schedule
     0.41%     0.03%  iou-wrk-3265     [kernel.vmlinux]  [k] __schedule
     0.41%     0.04%  iou-wrk-3257     [kernel.vmlinux]  [k] __schedule
     0.41%     0.02%  iou-wrk-3261     [kernel.vmlinux]  [k] schedule
     0.41%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] schedule
     0.41%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] schedule
     0.41%     0.00%  kcompactd0       [kernel.vmlinux]  [k] compact_zone
     0.41%     0.00%  kcompactd0       [kernel.vmlinux]  [k] kcompactd
     0.41%     0.00%  kcompactd0       [kernel.vmlinux]  [k] kthread
     0.41%     0.00%  kcompactd0       [kernel.vmlinux]  [k] proactive_compact_node
     0.41%     0.00%  kcompactd0       [kernel.vmlinux]  [k] ret_from_fork
     0.41%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] schedule
     0.41%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] schedule_timeout
     0.41%     0.02%  iou-wrk-3240     [kernel.vmlinux]  [k] schedule
     0.40%     0.01%  iou-wrk-3250     [kernel.vmlinux]  [k] schedule
     0.40%     0.05%  iou-wrk-3232     [kernel.vmlinux]  [k] __schedule
     0.40%     0.03%  iou-wrk-3258     [kernel.vmlinux]  [k] __schedule
     0.40%     0.02%  iou-wrk-3266     [kernel.vmlinux]  [k] __schedule
     0.40%     0.01%  iou-wrk-3245     [kernel.vmlinux]  [k] schedule
     0.40%     0.04%  iou-wrk-3244     [kernel.vmlinux]  [k] __schedule
     0.40%     0.01%  iou-wrk-3251     [kernel.vmlinux]  [k] schedule
     0.40%     0.04%  iou-wrk-3249     [kernel.vmlinux]  [k] __schedule
     0.40%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.40%     0.05%  iou-wrk-3263     [kernel.vmlinux]  [k] __schedule
     0.40%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.39%     0.01%  kcompactd0       [kernel.vmlinux]  [k] migrate_pages
     0.39%     0.21%  fio              [kernel.vmlinux]  [k] update_rq_clock
     0.39%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.39%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.39%     0.05%  iou-wrk-3260     [kernel.vmlinux]  [k] __schedule
     0.39%     0.08%  iou-wrk-3235     [kernel.vmlinux]  [k] __schedule
     0.39%     0.01%  iou-wrk-3242     [kernel.vmlinux]  [k] schedule
     0.39%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] schedule
     0.39%     0.05%  iou-wrk-3228     [kernel.vmlinux]  [k] __schedule
     0.39%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.39%     0.01%  iou-wrk-3253     [kernel.vmlinux]  [k] schedule
     0.39%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.39%     0.01%  iou-wrk-3259     [kernel.vmlinux]  [k] schedule
     0.38%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] schedule_timeout
     0.38%     0.06%  iou-wrk-3261     [kernel.vmlinux]  [k] __schedule
     0.38%     0.04%  iou-wrk-3239     [kernel.vmlinux]  [k] __schedule
     0.38%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.38%     0.03%  iou-wrk-3251     [kernel.vmlinux]  [k] __schedule
     0.38%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] filemap_get_pages
     0.38%     0.03%  iou-wrk-3242     [kernel.vmlinux]  [k] __schedule
     0.38%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] schedule
     0.38%     0.36%  swapper          [kernel.vmlinux]  [k] poll_idle
     0.38%     0.05%  iou-wrk-3245     [kernel.vmlinux]  [k] __schedule
     0.37%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.37%     0.05%  iou-wrk-3250     [kernel.vmlinux]  [k] __schedule
     0.37%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.37%     0.01%  iou-wrk-3236     [kernel.vmlinux]  [k] schedule
     0.37%     0.02%  iou-wrk-3240     [kernel.vmlinux]  [k] __schedule
     0.37%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] schedule
     0.37%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.37%     0.01%  iou-wrk-3266     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.37%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.37%     0.02%  iou-wrk-3243     [kernel.vmlinux]  [k] __schedule
     0.37%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.37%     0.03%  iou-wrk-3259     [kernel.vmlinux]  [k] __schedule
     0.36%     0.03%  iou-wrk-3253     [kernel.vmlinux]  [k] __schedule
     0.36%     0.01%  iou-wrk-3229     [kernel.vmlinux]  [k] schedule
     0.36%     0.05%  iou-wrk-3237     [kernel.vmlinux]  [k] __schedule
     0.36%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.36%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] schedule
     0.36%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.36%     0.04%  iou-wrk-3236     [kernel.vmlinux]  [k] __schedule
     0.36%     0.03%  iou-wrk-3231     [kernel.vmlinux]  [k] __schedule
     0.35%     0.01%  swapper          [kernel.vmlinux]  [k] _raw_spin_lock
     0.35%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.02%  iou-wrk-3256     [kernel.vmlinux]  [k] schedule
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] do_syscall_64
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] entry_SYSCALL_64_after_hwframe
     0.35%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] __schedule
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] schedule
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] schedule_hrtimeout_range_clock
     0.35%     0.35%  fail2ban-server  [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] find_busiest_group
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] load_balance
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] newidle_balance
     0.35%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] pick_next_task_fair
     0.35%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] schedule
     0.35%     0.00%  swapper          [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.35%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] schedule
     0.35%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.34%     0.04%  iou-wrk-3229     [kernel.vmlinux]  [k] __schedule
     0.34%     0.04%  iou-wrk-3267     [kernel.vmlinux]  [k] __schedule
     0.34%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.34%     0.31%  fio              [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.34%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.34%     0.34%  swapper          [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.34%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.34%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] core_sys_select
     0.34%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] __x64_sys_select
     0.34%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] kern_select
     0.34%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] do_select
     0.34%     0.01%  iou-wrk-3254     [kernel.vmlinux]  [k] schedule
     0.34%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.34%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] read_pages
     0.33%     0.01%  kswapd0          [kernel.vmlinux]  [k] xas_store
     0.33%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] read_pages
     0.33%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.33%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.04%  iou-wrk-3264     [kernel.vmlinux]  [k] __schedule
     0.32%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.32%     0.01%  iou-wrk-3246     [kernel.vmlinux]  [k] schedule
     0.32%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] submit_bio
     0.32%     0.03%  iou-wrk-3262     [kernel.vmlinux]  [k] __schedule
     0.32%     0.31%  fio              [kernel.vmlinux]  [k] io_prep_rw
     0.32%     0.03%  iou-wrk-3254     [kernel.vmlinux]  [k] __schedule
     0.32%     0.32%  kswapd0          [kernel.vmlinux]  [k] xas_create
     0.32%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] read_pages
     0.31%     0.18%  fio              [kernel.vmlinux]  [k] cpumask_next_wrap
     0.31%     0.04%  iou-wrk-3256     [kernel.vmlinux]  [k] __schedule
     0.31%     0.30%  fio              [kernel.vmlinux]  [k] __list_del_entry_valid
     0.31%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.31%     0.04%  iou-wrk-3246     [kernel.vmlinux]  [k] __schedule
     0.31%     0.20%  fio              [kernel.vmlinux]  [k] pick_next_entity
     0.30%     0.01%  iou-wrk-3240     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.30%     0.30%  fio              [kernel.vmlinux]  [k] __calc_delta
     0.30%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.30%     0.02%  iou-wrk-3245     [kernel.vmlinux]  [k] copy_page_to_iter
