# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 7894515641663
#
# Children      Self  Command          Shared Object     Symbol                                  
# ........  ........  ...............  ................  ........................................
#
     0.01%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3255     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3258     [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] set_next_entity
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3242     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3262     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3240     [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.01%  perf             [kernel.vmlinux]  [k] perf_poll
     0.01%     0.00%  perf             [kernel.vmlinux]  [k] __x64_sys_poll
     0.01%     0.00%  perf             [kernel.vmlinux]  [k] do_sys_poll
     0.01%     0.01%  migration/77     [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] __schedule
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] balance_fair
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] find_busiest_group
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] kthread
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] load_balance
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] newidle_balance
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] put_prev_task_balance
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] schedule
     0.01%     0.00%  migration/77     [kernel.vmlinux]  [k] smpboot_thread_fn
     0.01%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] shrink_page_list
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] xas_store
     0.01%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] free_unref_page_list
     0.01%     0.00%  kswapd0          [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.01%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] xas_create
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] __remove_mapping
     0.01%     0.01%  iou-wrk-3264     [kernel.vmlinux]  [k] xas_create
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] xas_store
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] nr_iowait_cpu
     0.01%     0.00%  swapper          [kernel.vmlinux]  [k] update_ts_time_stats
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] rcu_needs_cpu
     0.01%     0.01%  kcompactd0       [kernel.vmlinux]  [k] has_bh_in_lru
     0.01%     0.00%  kcompactd0       [kernel.vmlinux]  [k] __buffer_migrate_page
     0.01%     0.00%  kcompactd0       [kernel.vmlinux]  [k] on_each_cpu_cond_mask
     0.01%     0.00%  kcompactd0       [kernel.vmlinux]  [k] smp_call_function_many_cond
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.01%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] free_unref_page_list
     0.01%     0.01%  iou-wrk-3256     [kernel.vmlinux]  [k] xas_create
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] xas_store
     0.01%     0.01%  iou-wrk-3253     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] xas_store
     0.01%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.01%  iou-wrk-3245     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] shrink_page_list
     0.01%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.01%  iou-wrk-3258     [kernel.vmlinux]  [k] xas_create
     0.01%     0.00%  kcompactd0       [kernel.vmlinux]  [k] uncharge_batch
     0.01%     0.00%  kcompactd0       [kernel.vmlinux]  [k] page_counter_uncharge
     0.01%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] security_file_permission
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] load_new_mm_cr3
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] security_file_permission
     0.01%     0.01%  iou-wrk-3233     [kernel.vmlinux]  [k] xas_create
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] xas_store
     0.01%     0.01%  iou-wrk-3251     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3264     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.01%     0.01%  iou-wrk-3249     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] get_page_from_freelist
     0.01%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3256     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] xas_store
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3240     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3264     [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] set_next_entity
     0.01%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3232     [kernel.vmlinux]  [k] detach_if_pending
     0.01%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] io_dismantle_req
     0.01%     0.01%  iou-wrk-3266     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.01%     0.01%  iou-wrk-3265     [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3250     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3265     [kernel.vmlinux]  [k] security_file_permission
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3229     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3242     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3233     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.01%  in:imjournal     [kernel.vmlinux]  [k] _find_next_bit
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] __schedule
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] __x64_sys_ppoll
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] cpumask_next_and
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] do_sys_poll
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] do_syscall_64
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] find_busiest_group
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] load_balance
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] newidle_balance
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] pick_next_task_fair
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] schedule
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] schedule_hrtimeout_range_clock
     0.01%     0.00%  in:imjournal     [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.01%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3242     [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] kfree
     0.01%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3251     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3261     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3265     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.01%  iou-wrk-3245     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-3247     [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3254     [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.01%  iou-wrk-3245     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3257     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3238     [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] touch_atime
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]  [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-3229     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3239     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.01%  iou-wrk-3239     [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] get_page_from_freelist
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3251     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-3258     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] get_page_from_freelist
     0.01%     0.01%  iou-wrk-3252     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.01%     0.01%  iou-wrk-3235     [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.01%  iou-wrk-3255     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3266     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested
     0.01%     0.01%  iou-wrk-3253     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3266     [kernel.vmlinux]  [k] get_page_from_freelist
     0.01%     0.01%  iou-wrk-3251     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.01%  iou-wrk-3258     [kernel.vmlinux]  [k] psi_flags_change
     0.01%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3247     [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] current_time
     0.01%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3255     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3264     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3246     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3256     [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3228     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.01%     0.01%  iou-wrk-3259     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.01%     0.01%  iou-wrk-3242     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3234     [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.01%  iou-wrk-3259     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-3239     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3233     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3249     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.01%  iou-wrk-3264     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3256     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] xa_load
     0.01%     0.01%  iou-wrk-3259     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.01%  iou-wrk-3228     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3229     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3251     [kernel.vmlinux]  [k] get_page_from_freelist
     0.01%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] xa_get_order
     0.01%     0.01%  iou-wrk-3247     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3229     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3246     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3246     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3255     [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] get_page_from_freelist
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] sugov_get_util
     0.01%     0.01%  iou-wrk-3262     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3242     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3228     [kernel.vmlinux]  [k] kfree
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3235     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3239     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3233     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3238     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3240     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
